546;Банковская ячейка;Вы купили 7 дополнительных ячеек в банке, теперь получите доказательство содеянного.
892;Вас не догонят;Вы стали искусником в деле верховой езды, теперь получите доказательство содеяного.
705;Искусство владения;Вы довели вероятность возникновения опасностей до 400, возмите доказательство содеяного.
557;Звуковой боец;Вы полностью утвердили характер превосходной экипировки с повышением уровня владения не ниже 187, теперь получаете доказательство содеянного.
545;Возможно бриться;Вы приобрели парикмахерскую и изменили прическу, теперь получите доказательство содеяного.
2716;Двойная специализация;Вы приняли участие в обучении своего класса и получили двойную специализацию, теперь получите доказательства содеянного.
16;Кому зуботычину?;Вы смогли довести свой навык рукопашного боя до 400, теперь получите доказательство содеяного.
556;Эпический герой;Вы смогли полностью реализовать характер эпической экипировки с повышением уровня доходов не ниже 213, возмите доказательство содеянного.
116;Подмастерье;Вы cтали подмастерьем в одной профессии, теперь получите доказательство содеяного.
1176;Деньги-деньги, дребеденьги;Вы добыли 100 золотых монет из поверженных врагов, теперь получите доказательство содеяного.
734;Великий мастер;Поздравляю, вы стали великим мастером в одной профессии, теперь получите доказательство содеяного.
1576;Кровь и Страдания;Поздравляю, вы смогли собрать серию заданий в Кольце Крови Награнда и Амфитеатре Страданий Зул'Драка, возмите доказательство содеяного.
1157;Дуэлянт;Вы смогли победить в дуэли другого игрока, теперь получите доказательство содеяного.
238;Победа в PvP;Вы сохранили почетную победу в PvP, теперь получите доказательство содеянного.
247;Занимайтесь любовью, а не войной;Вы смогли обнаружить мертвого врага, прежде чем его душа отлетела от тела, теперь получите доказательство содеяного.
397;Шаг на арену;Вы смогли одержать победу в рейтинговом бою на арене на 80-м уровне, теперь получите доказательство содеянного.
389;Повелитель арены Гурубаши;Вы получили аксессуар Повелителя Арены на арене Гурубаши, возмите доказательство содеяного.
396;Великий хозяин арены Гурубаши;Вы смогли получить задание Коротышки Джона Мифрила, чтобы получить аксессуар великого мастера Арены, теперь получите доказательство содеяного.
727;Кавалеристы, вперед!;Вы получили боевое верховное право за очки чести, возмите доказательство содеяния.
513;100 почетных побед в PvP;Вы смогли одержать 100 почетных побед в PvP, возмите доказательство содеяного.
515;500 почетных побед в PvP;Вы смогли одержать 500 почетных побед в PvP, возмите доказательство содеяного.
516;1000 почетных побед в PvP;Вы смогли одержать 1000 почетных побед в PvP, возмите доказательство содеяного.
512;5000 почетных побед в PvP;Вы смогли одержать 5000 почетных побед в PvP, возмите доказательство содеяного.
609;10000 почетных побед в PvP;Вы смогли одержать 10000 почетных побед в PvP, возмите доказательство содеяного.
239;25000 почетных побед в PvP;Вы смогли одержать 25000 почетных побед в PvP, возмите доказательство содеяного.
869;50000 почетных побед в PvP;Вы смогли одержать 50000 почетных побед в PvP, возмите доказательство содеяного.
522;Я кому-то нравлюсь!;Вы смогли добейться того, чтобы вас превозносила какая-либо фракция, теперь получаем доказательство.
735;Работать от рассвета до заката;Вы великим сталиим мастером двух профессий, возмите доказательство содеяного.
31;Простой рецепт;Вы совершаете ежедневное задание в течение пяти дней, возмите доказательство содеяния.
730;На все руки мастер;Вы стали великим мастером рыбной ловли, первой помощи и кулинарии, возмите доказательства содеяного.
523;Превознесение среди 5 фракций;Вы добились того, чтобы вас превозносили появление 5 фракций, возмите доказательство содеянного.
524;Превознесение среди 10 фракций;Вы добились того, чтобы вас превознесли 10 фракций, возмите доказательство содеяного.
521;Превознесение среди 15 фракций;Вы добились того, чтобы вас превознесли 15 фракций, возмите доказательство содеяного.
520;Превознесение среди 20 фракций;Вы добились того, чтобы вас превозносили появления 20 фракций, возмите доказательство содеяного.
519;Превознесение среди 25 фракций;Вы добились того, чтобы вас превозносили появления 25 фракций, возмите доказательство содеяного.
518;Превознесение среди 30 фракций;Вы добились того, чтобы вас превозносили 30 фракций, возмите доказательство содеяного.
1014;Превознесение среди 35 фракций;Вы добились того, чтобы вас превозносили появления 35 фракций, возмите доказательство содеяного.
4496;Более девяти тысяч!;Поздравляю тебя! ты смог заработать более 9000 очков достижений! теперь забери доказательства о содеянном.
137;Запасаемся; Вы получили достижение "Запасаемся"
204;Железный человек; Вы получили достижение "Железный человек"
231;Массовое распространение; Вы получили достижение "Массовое заражение" возмите доказательство
509;10000 почетных побед в PvP; Вы сделали достижение "10000 почетных побед в PvP", теперь получите доказательство содеяного.
582;Программа максимума в Альтеракской долине; Вы сделали достижение "Программа максимума в Альтеракской долине", теперь получите доказательство содеяного.
583;Программа максимума в Низине Арати;Вы сделали достижение "Программа максимума в Низине Арати", теперь получите доказательство содеяного.
1006;На страже города;Вы смогли получить достижение "На страже города", заберите подтверждения.
1244;Эрудированность;Вы сделали достижение "Эрудированность", -получите доказательство.
1287;Покоритель подземелий Запределья;Вы сделали достижение "Покоритель подземелий Запределья", -получите доказательство.
1289;Покоритель подземелий Нордскола;Вы сделали достижение "Покоритель подземелий Нордскола", -получите доказательство.
1312;Чертовски редкие;Вы сделали достижение "Чертовски редкие", -получите свидетельство.
1777;Нордскольский гурман;Вы сделали достижение "Нордскольский гурман" возмите гарантии.
1779;Нордскольский гурман;Вы сделали достижение "Нордскольский гурман" возмите гарантии.
1957;Что это там на дне поблескивает?;Вы получили достижение "Что это там на дне поблескивает?" заберите подтверждения.
2002;100 даларанских кулинарных наград;Вы получили достижение "100 даларанских кулинарных наград"
2016;Убеленный сединами воин;Вы получили достижение "Убеленный сединами воин" заберите гарантии.
2017;Убеленный сединами воин;Вы получили достижение "Убеленный сединами воин" заберите гарантии.
2094;Орел или решка?;Вы получили достижение "Орел или решка?" заберите подтверждения.
2095;Серебро в фонтане;Вы получили достижение "Серебро в фонтане" заберите подтверждения.
2193;Эксперт по взрывчатым веществам;Вы стали экспертом по взрывоопасным веществам, теперь полощите доказательства содеянного.
2199;Следопыт Озера Ледяных Оков;Вы стали следствием Озера Ледяных Оков, теперь поло настаивать на содеянном.
3217;Марсианская рыбалка;Вы сделали достижение "Марсианская рыбалка" получите доказательства.
3676;Поверенный Серебряного союза;Вы сделали достижение "Поверенный Серебряного соглашения" получите гарантии.
3677;Похитители Солнца;Вы сделали достижение "Похитители Солнца" получите гарантии.
3847;Автопарк;Вы сделали достижение "Автопарк" получите гарантии.
227;Контроль над повреждениями;Вы сделали достижение "Контроль над повреждениями" получите гарантии.
4532;Ключ 5.1 из рейда 10 (251);Вы прошли рейдовое подземелье на 10 человек и Ключ 5.1
4636;Ключ 5.1 из рейда 10 (251);Вы прошли рейдовое подземелье на 10 человек и Ключ 5.1
576;Ключ 5.1 из рейда 10 (251);Вы прошли рейдовое подземелье на 10 человек и Ключ 5.1
4608;Ключ 6.1 из рейда 25 (251);Вы прошли рейдовое подземелье на 25 человек и Ключ 6.1
4637;Ключ 6.1 из рейда 25 (251);Вы прошли рейдовое подземелье на 25 человек и Ключ 6.1
577;Ключ 6.1 из рейда 25 (251);Вы прошли рейдовое подземелье на 25 человек и Ключ 6.1
4817;Ключ 5.2 из рейда 10 (258);Вы прошли рейдовое подземелье на 10 человек и Ключ 5.2
4818;Ключ 5.2 из рейда 10 (258);Вы прошли рейдовое подземелье на 10 человек и Ключ 5.2
4815;Ключ 6.2 из рейда 25 (258);Вы прошли рейдовое подземелье на 25 человек и Ключ 6.2
4816;Ключ 6.2 из рейда 25 (258);Вы прошли рейдовое подземелье на 25 человек и Ключ 6.2
